api_nro,tipo,institucion,localidad,provincia,domicilio,cp,telefono,email,lat,lon
1573,CFN,Ministerio de Desarrollo Social de la Provincia de Catamarca,San Fernando del Valle de Catamarca,Catamarca,Av. República Venezuela s/n,K4700FCV,(0383) 4455321 - Institucional                (0383) 4603309 - Casos Especiales,direcinfanciayadolescencia@hotmail.com.ar,-28.460243,-65.767938
1574,CFN,"Subsecretaría de Niñez, Adolescencia y Familia",Resistencia,Chaco,San Roque 21,H3506EJA,(0362) 4250023 / 442819,,-27.444228,-58.994753
1575,CFN,Ministerio de la Familia y Promoción Social ,Rawson,Chubut,Fontana 50,U9103KOP,(0280) 4719937 - Institucional                 (0280) 4412638 - Casos especiales,,-43.301991,-65.105686
1576,CFN,"Consejo de los Derechos de Niñas, Niños y Adolescentes",Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Roque Saez Peña 832 3º Piso,C1035AAQ,(011) 4326-4534 / 4328-7147 - Linea 102,,-34.605464,-58.378424
1577,CFN,Ministerio de Desarrollo Social de la Provincia de Córdoba,Córdoba,Córdoba,Vélez Sarsfield 2311,X5016GCH,(0351) 4343108 / 4297711 / 4342706,linea.102senaf@gmail.com/ niñezyadolescencia.senaf@cba.gov.ar,-31.445171,-64.198274
1578,CFN,Presidencia Consejo Provincial,Corrientes,Corrientes,Murcia 59,W3404EUA,Linea 102 - (03794) 484797,copnafcorrientes@yahoo.com.ar,-27.456739,-58.78701
1579,CFN,"Consejo Provincial del Niño, el Adolescente y la Familia ",Paraná,Entre Ríos,Corrientes 190,E3100ADD,(0343) 4208831 - Institucional y Casos especiales,presidenciacopnaf@hotmail.com,-31.730869,-60.528152
1580,CFN,"Subsecretaría de Niñez, Adolescencia y Familia",Formosa,Formosa,Padre Grotti 1040 ,P3600KUV,(0370) 4436692 / 4426085,subninezyfamilia@formosa.gob.ar,-26.190457,-58.181458
1581,CFN,"Secretaría de Niñez, Adolescencia y Familia",San Salvador de Jujuy,Jujuy,Av. Santibañez 1108,Y4600AXN,(0388) 4221242 - Institucional                    Linea 102 - (0388) 4249535,secnayf@jujuy.gov.ar coordayudadirecta@yahoo.com.ar,-24.180574,-65.309032
1582,CFN,Dirección General de Niñez,Santa Rosa,La Pampa,Pellegrini y Quintana ,L6300ARD,(02954) 452600 int.1307 / 3888800 int.2339,mbs@lapampa.gob.ar,-36.6188,-64.292421
1583,CFN,Dirección de  Niñez y Adolescencia,La Rioja,La Rioja,Dalmacio Vélez Sarsfield 320,F5300AEH,(0380) 44677750,,-29.415454,-66.852275
1584,CFN,"Dirección Niñez, Adolescencia y Familia",Godoy Cruz,Mendoza,Armani 1800,M5547DFD,(0261) 4439201 / 9203 - Guardia Servicio Protección Derechos (0261) 155595705,dinaf@mendoza.gov.ar,-32.914653,-68.864191
1585,CFN,Dirección de Infancia,Posadas,Misiones,Miguel Dávila 1056. Centro Cívico. Edificio II,N3300ORR,(0376) 4447238 / 4447241 / 4447212,subsecretmyf@yahoo.com.ar,-27.358479,-55.905055
1586,CFN,"Subsecretaría de Familia, Niñez y Adolescencia  ",Neuquén ,Neuquén,Teodoro Planas 1835,Q8302EMY,(0299) 4493800 / 4493809 / 44938210                                              Casos Especiales (0299) 154656436,,-38.959259,-68.0847
1587,CFN,Ministerio de Desarrollo Social de la Provincia de Río Negro,Viedma,Río Negro,Belgrano 866,R8500FAR,(02920) 404542,,-40.810758,-62.998219
1588,CFN,Ministerio de Derechos Humanos,Salta,Salta,25 de Mayo 872 ,A4400EPR,(0387) 4953045 / (0387) 4321212 / 4329228 Casos Especiales 911,mdhsalta@gmail.com Secretariaddhsalta@gmail.com,-24.778596,-65.414088
1589,CFN,"Dirección de Niñez, Adolescencia y Familia",San Juan,San Juan,Santa Fé (Este) 10 - 3º Piso (esq. Mendoza Sur),J5402AAB,(0264) 4211715 / 4220968,direccionnayf@hotmail.com,-31.539006,-68.525644
1590,CFN,Ministerio de Inclusión Social,San Luis,San Luis,Catamarca y Quines - Dpto. Pueyrredón,5700,(0266) 452000 - int. 4071 / 0266-452000 / 4451373/4451371/ 4451491,,-33.298395,-66.309485
1591,CFN,"Subsecretaría de Niñez, Adolescencia y Familia",Río Gallegos,Santa Cruz,Salta 75,Z9400GSA,(02966) 15644943 - Of de Protección MDS  (02966) 15464472 - Dispositivo de Abrigo Socio Familiar,subnaf.santacruz@gmail.com,-51.625475,-69.208765
1592,CFN,"Subsecretaría de los Derechos de la Niñez, Adolescencia y Familia",Santa Fé,Santa Fé,Hipólito Yrigoyen 2833,S3000BLM,(0342) 4577073 - Institucional Guardia de Urgencia: (0342) 155145520 (Sta. Fe) - (0341) 153217392 (Rosario),niñezyadolescencia@santafe.gov.ar ,-31.641675,-60.708487
1593,CFN,"Subsecretaría de Niñez, Adolescencia y Familia",Santiago del Estero,Santiago del Estero,Av. Saenz Peña 340,G4200CXQ,(0385) 4242052 - Institucional (0385) 154169917,subnaf.sde@gmail.com,-27.78938,-64.265846
1594,CFN,Ministerio de Desarrollo Social de Tierra del Fuego,Ushuaia,Tierra del Fuego,Guiraldes 576,V9410CJB,(02964) 424490 - Institucional Río Grande      (02901) 421044 - Ushuaia                   Atencion Casos Especiales: (02901) 432368 (Ushuaia) - (02964) 431704 (Río Grande),mdstdf@gmail.com,-54.811373,-68.326591
1595,CFN,"Secretaría de Estado de Niñez, Adolescencia y Familia",San Miguel de Tucumán,Tucumán,Las Piedras 530 3º piso,T4000BRL,Linea 102 - (0381) 4308726 Institucional      ,dinayf@desarrollosocialtuc.gov.ar ,-26.834962,-65.206033
1596,PH,ProHuerta - Área Metropolitana (AMBA),Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires, Venezuela 110 13º G,C1098AAJ,(011) 4331-9366 / 4342-0844, ambaph@correo.inta.gov.ar,-34.613501,-58.367942
1597,PH,ProHuerta - Buenos Aires Norte (CERBAN),San Pedro,Buenos Aires, Mitre 299,B2930AAP,(03329) 426375, phcrban@correo.inta.gov.ar,-33.675497,-59.663143
1598,PH,ProHuerta - Buenos Aires Sur (CERBAS),Bahía Blanca,Buenos Aires, Viamonte 685,B8000AKP,(0291) 4545916, crodriguez@correo.inta.gov.ar,-38.716814,-62.279477
1599,PH,ProHuerta - Catamarca,Sumalao,Catamarca," Ruta Provincial N°33 Km. 6,5",4705,(0383) 4441323, prohcatama@correo.inta.gov.ar / ocastro@correo.inta.gov.ar,-28.473558,-65.733033
1600,PH,ProHuerta - Chaco,Las Breñas,Chaco, Ruta Nacional N° 94,H3724ZAA,(03731) 460033 / 460260, coordphchaco@correo.inta.gov.ar,-27.073151,-61.064233
1601,PH,ProHuerta - Chubut,Trelew,Chubut, Ex. Ruta 25 Km. 1480,U9100ZAA,(0280) 4446422, mmunoz@chubut.inta.gov.ar / prohuerta@chubut.correo.inta.gov.ar,-43.272511,-65.361947
1602,PH,ProHuerta - Córdoba,Marcos Juárez,Córdoba, EEA INTA Marcos Juárez. Ruta 12,X2580ZAA,(03472) 425001 (interno 112), smariani@mjuarez.inta.gov.ar,-32.71985,-62.10315
1603,PH,ProHuerta - Corrientes,Goya,Corrientes, Av. José Jacinto Rolón 750,W3450GTO,(03777) 432285, phcorrientes@correo.inta.gov.ar / jcastro@correo.inta.gov.ar,-29.143157,-59.257099
1604,PH,ProHuerta - Entre Ríos,Paraná,Entre Ríos," EEA Paraná Ruta 11 Km 12,5",3101,(0343) 4975301 /  4975456 / 4975200 (int 276/277), fgarra@parana.inta.gov.ar / prohuerta@parana.inta.gov.ar,-31.813355,-60.514696
1605,PH,ProHuerta - Formosa,El Colorado,Formosa, Ruta Provincial N° 90 Av. Carlos Pellegrini s/n - Acceso Sur,P3603ZAA,(03717) 480005 / 04, colohuer@correo.inta.gov.ar / rfreixa@correo.inta.gov.ar,-26.309135,-59.371715
1606,PH,ProHuerta - Jujuy,San Pedro,Jujuy, Sarmiento 370,Y4500EXH,(03884) 420409, prohuertajujuy@correo.inta.gov.ar,-24.232577,-64.866527
1607,PH,ProHuerta - La Pampa,General Pico,La Pampa, Calle 13 Nº 857,L6360RKQ,(02302) 433766 / 433933,muguiro.alberto@inta.gob.ar,-35.659774,-63.755681
1608,PH,ProHuerta - La Rioja,Barrio 25 de Mayo,La Rioja, Saavedra 2074,5300,(0380) 4422091, amcarrizo@correo.inta.gov.ar,-29.435645,-66.858385
1609,PH,ProHuerta - Mendoza,San Rafael,Mendoza, Maza 210,M5600GRD,(0260) 4439128, asanrafael@correo.inta.gov.ar,-34.61915,-68.329011
1610,PH,ProHuerta - Misiones,Oberá,Misiones, Av. Sarmiento 1074,N3360IQW,(03755) 421344 / 6773,intaobera@arnet.com.ar / atanzariello@correo.inta.gov.ar,-27.486285,-55.123502
1611,PH,ProHuerta - Neuquén,Neuquén,Neuquén, Belgrano 265 4º D,Q8300HVE,(011) 15-6865-8288, ezeman@correo.inta.gov.ar,-38.950844,-68.062938
1612,PH,ProHuerta - Río Negro,Viedma,Río Negro, Ruta nacional Nº 3 Km 971 camino 4 - IDEVI,R8500FQN,(02920) 420919 / 423474, phuertarn@yahoo.com.ar,-40.816751,-63.024435
1613,PH,ProHuerta - Salta,Cerrillos,Salta, Ruta Nacional N° 68 km. 172,A4403ZAA, (0387) 4902749 (Directo) / 4902081 / 7 (int 214), prohsalta@correo.inta.gov.ar / phsecsalta@correo.inta.gov.ar,-24.898806,-65.485445
1614,PH,ProHuerta - San Juan,Villa Aberastain,San Juan, Calle 11 esq. Vidart,J5427ZAA, (0264) 4921079 / 4921191, hhidalgo@sanjuan.inta.gov.ar,-31.65276,-68.590393
1615,PH,ProHuerta - San Luis,Villa Mercedes,San Luis, Entre Rutas 7 y 8 (Triángulo),5730,(02657) 422616 / 423249 / 433250 (int 13),prohuerta@sanluis.inta.gov.ar / sscazzariello@sanluis.inta.gov.ar,-33.651932,-65.420494
1616,PH,ProHuerta - Santa Cruz,Río Gallegos,Santa Cruz, Zona de Chacras 45-A,9400,(02966) 442306 / 442014 (int 125), jmora@correo.inta.gov.ar,-51.630299,-69.254744
1617,PH,ProHuerta - Santa Fe,Oliveros,Santa Fe, INTA EEA Oliveros Ruta Nac. 11 Km 353,S2206ZAA,(03476) 498010 / 11 (int 12), prohuertaoliv@correo.inta.gov.ar / timoni.rodolfo@inta.gob.ar,-32.553662,-60.859497
1618,PH,ProHuerta - Santiago del Estero,Santiago del Estero,Santiago del Estero, Jujuy 850,G4200CQR,(0385) 4224430 (int 115), ariaspaz.angel@inta.gob.ar / dariaspaz@intasgo.gov.ar,-27.7795,-64.255879
1619,PH,ProHuerta - Tucumán,Famaillá,Tucumán, Ruta Provincial N°301 Km. 32 C.C. N° 11,T4132ZAA,(03863) 461573 / (03863) 461048 (int 128), phtuc@correo.inta.gov.ar / jzelaya@correo.inta.gov.ar /  lguillen@correo.inta.gov.ar,-27.017709,-65.379467
1620,PH,ProHuerta - Tierra del Fuego,Río Grande,Tierra del Fuego, INTA AER Río Grande -  Elcano 658,V9420CSL,(02964) 422449 / 421196 (int 5), mrouvier@correo.inta.gov.ar / phtierradelfuego@correo.inta.gov.ar ,-53.781275,-67.696333
1621,PH,ProHuerta - Referente de Granja,Pergamino,Buenos Aires, Ruta Provincial N° 32 (Camino a Salto),B2700ZAA,(02477) 431138, prohgranja@pergamino.inta.gov.ar,-33.93445,-60.559344
1622,PH,ProHuerta - Coordinación Nacional,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires, Chile 460 1° piso,C1098AAJ, (011) 4339-0563 / 4, prohuer@correo.inta.gov.ar / prohuertacn@correo.inta.gov.ar,-34.616048,-58.372549
1623,FP,FERIA PERMANENTE ALMIRANTE BROWN - FRECUENCIA QUINCENAL,Almirante Brown,Buenos Aires,Predio Municipal (Ruta Nº 4 y Av. Eva Perón),B1846ZAB,(011) 4294-6766,anala_debernardis@hotmail.com,-34.817115,-58.353024
1624,FP,FERIA PERMANENTE ARRECIFES - FRECUENCIA QUINCENAL,Arrecifes,Buenos Aires,Plazoleta de la Estación de la Juventud. (Av. Sarmiento y Av. Dr. Merlassino),B2740ZAA,(02478) 451313,dirprod@arrecifes.mun.gba.gov.ar ,-34.060873,-60.102575
1625,FP,FERIA PERMANENTE BALCARCE - FRECUENCIA SEMANAL,Balcarce,Buenos Aires,Plaza Balcarce (Calle 17 y Calle 18),B7620ZAA,(02266) 424007,cmunoz@balcarce.mun.gba.gov.ar,-37.846528,-58.255348
1626,FP,FERIA PERMANENTE BARADERO - FRECUENCIA SEMANAL,Baradero,Buenos Aires,Paseo del Puerto (San Martín y Alte. Brown),B2942ZAA, (03329) 483627,turismobaradero@yahoo.com.ar,-33.79789,-59.500537
1627,FP,FERIA PERMANENTE BERISSO - FRECUENCIA QUINCENAL,Berisso,Buenos Aires,Parque Cívico (Montevideo y Calle 10),B1923ZAA,(0221) 4645069,produccion_berisso@yaho.com.ar,-34.868116,-57.883766
1628,FP,FERIA PERMANENTE BRAGADO - FRECUENCIA SEMANAL,Bragado,Buenos Aires,Plaza Eva Perón (Pasaje Eva Perón y Pellegrini),B6640ZAA,(02342) 430101,cruobragado@live.com.ar,-35.119645,-60.47965
1629,FP,FERIA PERMANENTE BRANDSEN - FRECUENCIA QUINCENAL,Brandsen,Buenos Aires,Plaza Central (Sáenz Peña y Mitre),1980,(02223) 442201,madgalenachiorri@yahoo.com.ar,-35.168055,-58.23733
1630,FP,FERIA PERMANENTE CAÑUELAS - FRECUENCIA SEMANAL,Cañuelas,Buenos Aires,Plaza Gral. San Martín (Libertad y Del Carmen),B1814ZAA,(02227) 423734,produccionyempleo@canuelas.gob.ar,-35.053766,-58.762114
1631,FP,FERIA PERMANENTE CAPITÁN SARMIENTO - FRECUENCIA QUINCENAL,Capitán Sarmiento,Buenos Aires,Predio Casa de la Cultura (Juan Manuel de Rosas y Av. Mitre),2752,(02478) 482830,cahuanesarmiento@yahoo.com.ar,-34.175639,-59.79234
1632,FP,FERIA PERMANENTE CARHUÉ - FRECUENCIA MENSUAL,Carhué,Buenos Aires,Ex Terminal de ómnibus Municipal (Av. Colón y Belgrano) ,6430,(02936) 410575,turismocarhue@invertel.com.ar,-37.175603,-62.760515
1633,FP,FERIA PERMANENTE CASTELLI - FRECUENCIA SEMANAL,Castelli,Buenos Aires,Parque San Martín (Av. San Martín y Av. 25 de Mayo),B7114ZAA,(02245) 480101,subcom@castelli.mun.gba.gov.ar ,-36.090846,-57.807966
1634,FP,FERIA PERMANENTE CHACABUCO - FRECUENCIA MENSUAL,Chacabuco,Buenos Aires,Predio Plaza 5 de Agosto (Av. Miguel Gil y Av. Arenales),B6740ZAA,(02352) 452409,privadachacabuco@hotmail.com.ar,-34.641823,-60.48008
1635,FP,FERIA PERMANENTE CHIVILCOY - FRECUENCIA QUINCENAL,Chivilcoy,Buenos Aires,Plaza 25 de Mayo (San Martín y Moreno),B6620ZAA,(02346) 422422,cazma@chivilcoy.com.ar,-34.896914,-60.019083
1636,FP,FERIA PERMANENTE ENSENADA - FRECUENCIA SEMANAL,Ensenada,Buenos Aires,Plaza Manuel Belgrano (La Merced y Don Bosco),B1925ZAA,(0221) 4601771,intendente@ensenada.gov.ar,-34.857552,-57.907777
1637,FP,FERIA PERMANENTE FLORENCIO VARELA - FRECUENCIA MENSUAL,Florencio Varela,Buenos Aires,Predio FFCC Roca (Luis Agote y Av. Bosques),1888,(011) 4275-8629,arias_andreav@hotmail.com,-34.820991,-58.227088
1638,FP,FERIA PERMANENTE GENERAL ARENALES - FRECUENCIA SEMANAL,General Arenales,Buenos Aires,Plaza Principal (Av. Mitre y Av. Llanos),B6005ZAA,(02353) 469000,culturaarenales@yahoo.com.ar,-34.303953,-61.306629
1639,FP,FERIA PERMANENTE GENERAL BELGRANO - FRECUENCIA SEMANAL,General Belgrano,Buenos Aires,Plaza 1º de agosto (Av. San Martín y Av. Larrea),B7223ZAA,(02243) 452101,valeriaperaita@hotmail.com,-35.770054,-58.494859
1640,FP,FERIA PERMANENTE GENERAL MADARIAGA - FRECUENCIA SEMANAL,General Madariaga,Buenos Aires,"Paseo Bicentenario (Barrio Quintanilla, Av. Buenos Aires y Calle 4) ",B7163ZAA,(02267) 550057,dcyemadariaga@yahoo.com.ar,-37.00221,-57.131867
1641,FP,FERIA PERMANENTE LAS FLORES - FRECUENCIA SEMANAL,Las Flores,Buenos Aires,Av. San Martín y Gral. Paz ,B7200ZAA,(02244) 444400,desarrollolocal@lasflores.gov.ar,-36.014185,-59.099321
1642,FP,FERIA PERMANENTE LAS HERAS - FRECUENCIA SEMANAL,Las Heras,Buenos Aires,Plaza Principal (Av. Villamayor y Las Heras),1741,(0220) 4763390,cristianadrianalonzo@yahoo.com.ar,-34.927091,-58.946825
1643,FP,FERIA PERMANENTE LEZAMA - FRECUENCIA SEMANAL,Lezama,Buenos Aires,Plaza Castelli (Av. San Martín e Independencia),7116,(02242) 432521,turismo@lezama.gov.ar,-35.873125,-57.896962
1644,FP,FERIA PERMANENTE LOBERÍA - FRECUENCIA MENSUAL,Lobería,Buenos Aires,Plaza Mitre (A. del Valle y Av. San Martín),B7635ZAA, (02261) 440252,produccion@loberia.gov.ar,-38.163344,-58.781641
1645,FP,FERIA PERMANENTE LOBOS - FRECUENCIA SEMANAL,Lobos,Buenos Aires,Predio Municipal de la Laguna de Lobos (Calle 36 y Calle 37),B7240ZAA,(02227) 431450,turismolobos@gmail.com,-35.277086,-59.138397
1646,FP,FERIA PERMANENTE LOMAS DE ZAMORA - FRECUENCIA MENSUAL,Lomas de Zamora,Buenos Aires,Predio Plaza de Los Campeones (Vergara y Maipú),B1832ZAB,(011) 4239-9599,ventasmorra@gmail.com,-34.742494,-58.394705
1647,FP,FERIA PERMANENTE LOS TOLDOS - FRECUENCIA SEMANAL,Los Toldos,Buenos Aires,Diagonal Arzuaga y España,B6015ZAA,(02358) 442707,desarrolloeconomicoviamonte@yahoo.com.ar,-35.000174,-61.038516
1648,FP,FERIA PERMANENTE MARCOS PAZ - FRECUENCIA SEMANAL,Marcos paz,Buenos Aires,Predio del ferrocarril (Belgrano y 9 de Julio),B1727ZAA,(0220) 4775992,desarrollolocal@marcospaz.gov.ar,-34.782065,-58.83668
1649,FP,FERIA PERMANENTE MONTE HERMOSO - FRECUENCIA SEMANAL,Monte Hermoso,Buenos Aires,Parque General San Martín (Pedro de Mendoza y Av. Bahía Blanca),B8153ZAA,"(0291) 154981724
",cabreraborrelli@gimail.com,-38.984849,-61.290493
1650,FP,FERIA PERMANENTE NAVARRO - FRECUENCIA SEMANAL,Navarro,Buenos Aires,Plaza San Lorenzo (Calle 109 y Calle 22),B6605ZAA,(02272) 430306,micaelavillaverde@hotmail.com,-35.005903,-59.278303
1651,FP,FERIA PERMANENTE NECOCHEA - FRECUENCIA SEMANAL,Necochea,Buenos Aires,Plaza Dardo Rocha (Avenida 58 y avenida 59),7630,(02262) 439280,innovacionnecochea@gmail.com,-38.554408,-58.739562
1652,FP,FERIA PERMANENTE PEHUAJÓ - FRECUENCIA SEMANAL,Pehuajó,Buenos Aires,Parque General San Martín (Av. Juan D. Perón y Avenida Albarden),B6450ZAA,(02396) 476340,secretariadegobierno@pehuajo.mun.gba.gov.ar,-35.81924,-61.900752
1653,FP,FERIA PERMANENTE PIGÜE - FRECUENCIA MENSUAL,Pigüé,Buenos Aires,Plaza Sarmiento (Av. Casey al 100),B8170AAN,(02923) 475580,sandraluciasimon@gmail.com,-37.602842,-62.402258
1654,FP,FERIA PERMANENTE PILA - FRECUENCIA SEMANAL,Pila,Buenos Aires,Predio del Polideportivo (Av. Facundo Quiroga Nº 970) ,B7120AKX,(02242) 498285,vtebes@yahoo.com.ar,-36.003806,-58.141623
1655,FP,FERIA PERMANENTE QUILMES - FRECUENCIA MENSUAL,Quilmes,Buenos Aires,"Playón de la Ribera (Quilmes Este, Av. Cervantes y Otamendi)",B1878ZAC,(011) 4350-2124,anahimonzon@yahoo.com.ar,-34.706649,-58.230232
1656,FP,FERIA PERMANENTE RANCHOS - FRECUENCIA SEMANAL,Ranchos,Buenos Aires,Plaza de Mayo (Dantas Nº 3052) ,B1987ZAA,(02241) 475173,culturaranchos@yahoo.com.ar,-35.516404,-58.318961
1657,FP,FERIA PERMANENTE SALTO - FRECUENCIA SEMANAL,Salto,Buenos Aires,Parque Almafuerte (Laprida y Belmartino) ,B2741ZAA,(02474) 422103 ,direcciondelaproduccion@s10.coopenet.com.ar,-34.28635,-60.25879
1658,FP,FERIA PERMANENTE SAN ANTONIO DE ARECO - FRECUENCIA SEMANAL,San Antonio de Areco,Buenos Aires,Centro Cívico (Matheu y Alsina),B2760ZAA,(02326) 452603,cooperativas.prist@areco.gob.ar,-34.242459,-59.474283
1659,FP,FERIA PERMANENTE SAN VICENTE - FRECUENCIA SEMANAL,San Vicente,Buenos Aires,Predio Bº Santa Ana (Lugones y Oyuela),B1865ZAA,(02224) 482060,sanvicentecultura@yahoo.com.ar,-34.989468,-58.369569
1660,FP,FERIA PERMANENTE TRENQUE LAUQUEN - FRECUENCIA MENSUAL,Trenque Lauquen,Buenos Aires,Plaza San Martín (Villegas y Oro),B6400ZAA,(02346) 422422,desarrolloeconomico@tlauquen.mun.gba.gov.ar,-35.973335,-62.732709
1661,FP,FERIA PERMANENTE FONTANA - FRECUENCIA SEMANAL,Fontana,Chaco,Av. Alvear Nº 4300,H3514AVX,(0362) 4475857,emiliofab@gmail.com,-27.430366,-59.023318
1662,FP,FERIA PERMANENTE HERNANDO - FRECUENCIA QUINCENAL,Hernando,Córdoba,Plaza San Martín (San Martín Nº 150),X5968ALO,(0353) 4960328,adrianperatta@hernando.gob.ar,-32.428079,-63.733363
1663,FP,FERIA PERMANENTE LAS PERDICES - FRECUENCIA SEMANAL,Las Perdices,Córdoba,Plaza Central (Sarmiento y San Gerónimo),X5921ZAA,(0353) 4940233,falvovictor@hotmail.com.ar,-32.699046,-63.704739
1664,FP,FERIA PERMANENTE OLIVA - FRECUENCIA MENSUAL,Oliva,Córdoba,Paseo Milton Pablo Galíndez (Leandro N. Alem y Ruta Nº 9),X5980ZAA,(03532) 410045,"marcelamollo@yahoo.com.ar

",-32.044332,-63.567742
1665,FP,FERIA PERMANENTE TANCACHA - FRECUENCIA MENSUAL,Tancacha,Córdoba,Polideportivo Municipal (Bv. Concejal Lazarte y Av. San Martín),X5933ZAA,(03571) 460101,"intendencia@tancacha.gov.ar
",-32.241354,-63.97974
1666,FP,FERIA PERMANENTE VILLA MARÍA - FRECUENCIA QUINCENAL,Villa María,Córdoba,Plaza Centenario (Buenos Aires y General Paz),X5900ZAA,(0353) 4533343,virginia.marti@villamaria.gov.ar,-32.410473,-63.243656
1667,FP,FERIA PERMANENTE CEIBAS - FRECUENCIA MENSUAL,Ceibas,Entre Ríos,"Ruta Nacional Nº 14, 0,300 km",2823,(03446) 492009,andrea.durand@yahoo.com.ar,-33.49932,-58.799601
1668,FP,FERIA PERMANENTE CHAJARÍ - FRECUENCIA QUINCENAL,Chajarí,Entre Ríos,Ex Estación del Ferrocarril (Sarmiento y Urquiza) ,E3228ZAA,(03456) 420135,desa.social@chajari.gob.ar,-30.761152,-57.980314
1669,FP,FERIA PERMANENTE CONCEPCIÓN DEL URUGUAY - FRECUENCIA SEMANAL,Concepción del Uruguay,Entre Ríos,"Predio Multieventos (vieja estación del ferrocarril, Belgrano Nº 1250)",E3260BNJ,(03436) 421475,"jcreffino@entrerios.gov.ar

",-32.479845,-58.241444
1670,FP,FERIA PERMANENTE DIAMANTE - FRECUENCIA QUINCENAL,Diamante,Entre Ríos,Plaza San Martín (Eva Perón y Echagüe),E3105ZAA,(0343) 4982096,"jcreffino@entrerios.gov.ar

",-32.067033,-60.643153
1671,FP,FERIA PERMANENTE MACIÁ - FRECUENCIA QUINCENAL,Gobernador Maciá,Entre Ríos,Parque Centenario (Pasaje Oliver y Eva Perón) ,3177,(03436) 421475,"jcreffino@entrerios.gov.ar

",-32.174995,-59.396435
1672,FP,FERIA PERMANENTE GALARZA - FRECUENCIA MENSUAL,General Galarza,Entre Ríos,Paseo del Ferrocarril (Avenida Ramírez y Juan O'Dwyer),E2843ZAA,(03444) 481564,"coordinacion@galarza.gov.ar

",-32.723194,-59.389933
1673,FP,FERIA PERMANENTE LA PAZ - FRECUENCIA SEMANAL,La Paz,Entre Ríos,Plaza 25 de Mayo (San Martín y Moreno),E3190ZAA,(03437) 424638,produccionlapaz@yahoo.com.ar,-30.740508,-59.64426
1674,FP,FERIA PERMANENTE MARÍA GRANDE - FRECUENCIA SEMANAL,María Grande,Entre Ríos,Plaza del Centenario (Urquiza y Dino Bartola),E3133ZAA,(0343) 4940090,"martinramirez_muni@yahoo.com

",-31.663957,-59.900776
1675,FP,FERIA PERMANENTE ROSARIO DEL TALA - FRECUENCIA QUINCENAL,Rosario del Tala,Entre Ríos,Plaza Urquiza (Urquiza 250),E3174BLF,(03445) 422757,"jcreffino@entrerios.gov.ar

",-32.300737,-59.139018
1676,FP,FERIA PERMANENTE SAN GUSTAVO - FRECUENCIA MENSUAL,San Gustavo,Entre Ríos,Plaza José de San Martín (Buenos Aires y Uruguay),3191,(03437) 424952,produccionlapaz@yahoo.com.ar,-30.690109,-59.394441
1677,FP,FERIA PERMANENTE SAN JOSÉ DE FELICIANO - FRECUENCIA SEMANAL,San José Feliciano,Entre Ríos,Plaza Independencia (Pte. Perón y San Martín),E3187ZAA,(03458) 420139,mohrzoe@gmail.com.ar,-30.385389,-58.75013
1678,FP,FERIA PERMANENTE VICTORIA - FRECUENCIA SEMANAL,Victoria,Entre Ríos,Predio de la vieja estación del ferrocarril Av. Centenario y Av. Belgrano),E3153ZAA,(03436) 421475,diegomartin@estudio-marchese.com.ar,-32.629852,-60.164115
