Nombre;Origen del financiamiento;Provincia;Localidad;Cantidad total de camas
PUESTO SANITARIO QUEBRACHO COTO;Público;Santiago del Estero;Quebracho Coto;0
PUESTO SANITARIO QUEBRADA ESQUINA;Público;Santiago del Estero;Quebrada Esquina;0
PUESTO SANITARIO QUILUMPA;Público;Santiago del Estero;Quilumpa;0
PUESTO SANITARIO QUIMILI PASO;Público;Santiago del Estero;Quimili Paso;0
PUESTO SANITARIO RAMIREZ DE VELAZCO;Público;Santiago del Estero;Ramírez de Velazco;0
PUESTO SANITARIO RAPELLI;Público;Santiago del Estero;Rapelli;0
PUESTO SANITARIO REAL SAYANA;Público;Santiago del Estero;Real Sayana;0
PUESTO SANITARIO RIO MUERTO;Público;Santiago del Estero;Río Muerto;0
PUESTO SANITARIO RIO VIEJO;Público;Santiago del Estero;Río Viejo;0
PUESTO SANITARIO ROBERSI;Público;Santiago del Estero;Roversi;0
PUESTO SANITARIO RODEO BAJADA;Público;Santiago del Estero;Rodeo Bajada;0
PUESTO SANITARIO ROSIYULLOJ;Público;Santiago del Estero;Rosiyulloj;0
PUESTO SANITARIO RUBIA PASO;Público;Santiago del Estero;Villa Salavina;0
PUESTO SANITARIO SABAGASTA;Público;Santiago del Estero;Sabagasta;0
PUESTO SANITARIO SAN CRISTOBAL;Público;Santiago del Estero;Nueva Esperanza;0
PUESTO SANITARIO SAN CRISTOBAL;Público;Santiago del Estero;San Cristobal;0
PUESTO SANITARIO SAN DIONISIO;Público;Santiago del Estero;San Dionisio;0
PUESTO SANITARIO SAN FELIX;Público;Santiago del Estero;San Felix;0
PUESTO SANITARIO SAN FRANCISCO;Público;Santiago del Estero;San Francisco;0
PUESTO SANITARIO SAN GREGORIO;Público;Santiago del Estero;San Gregorio;0
PUESTO SANITARIO SAN JOSE (AREA HOSPITAL ZONAL FERNANDEZ);Público;Santiago del Estero;San José;0
PUESTO SANITARIO SAN JOSE (COPO);Público;Santiago del Estero;San José del Boquerón;0
PUESTO SANITARIO SAN JOSE (VILLA FIGUEROA);Público;Santiago del Estero;Villa Figueroa;0
PUESTO SANITARIO SAN JOSE ESTE (LORETO);Público;Santiago del Estero;San José;0
PUESTO SANITARIO SAN JOSE OESTE;Público;Santiago del Estero;San José;0
PUESTO SANITARIO SAN JUAN;Público;Santiago del Estero;Colonia San Juan;0
PUESTO SANITARIO SAN JUAN (ESCUELA Nº 512);Público;Santiago del Estero;La Banda;0
PUESTO SANITARIO SAN JUSTO;Público;Santiago del Estero;San Justo;0
PUESTO SANITARIO SAN LORENZO;Público;Santiago del Estero;San Lorenzo;0
PUESTO SANITARIO SAN LUIS;Público;Santiago del Estero;San Luis;0
PUESTO SANITARIO SAN NICOLAS;Público;Santiago del Estero;San Nicolás;0
PUESTO SANITARIO SAN RAMON;Público;Santiago del Estero;San Ramón;0
PUESTO SANITARIO SAN SERAFIN;Público;Santiago del Estero;La Manga;0
PUESTO SANITARIO SAN VICENTE - DPTO. FIGUEROA;Público;Santiago del Estero;Bandera Bajada;0
PUESTO SANITARIO SAN VICENTE NORTE;Público;Santiago del Estero;San Vicente;0
PUESTO SANITARIO SAN VICENTE SUR;Público;Santiago del Estero;San Vicente;0
PUESTO SANITARIO SANTA ANA;Público;Santiago del Estero;Santa Ana;0
PUESTO SANITARIO SANTA CATALINA;Público;Santiago del Estero;Santa Catalina;0
PUESTO SANITARIO SANTA CRUZ (ALBERDI);Público;Santiago del Estero;Campo Gallo;0
PUESTO SANITARIO SANTA CRUZ (CHOYA);Público;Santiago del Estero;Santa Cruz;0
PUESTO SANITARIO SANTA CRUZ (COPO);Público;Santiago del Estero;Monte Quemado;0
PUESTO SANITARIO SANTA ELENA;Público;Santiago del Estero;Colonia el Simbolar;0
PUESTO SANITARIO SANTA LUCIA;Público;Santiago del Estero;Santa Lucía;0
PUESTO SANITARIO SANTA ROSA - LORETO;Público;Santiago del Estero;Villa San Martín (Est. Loreto);0
PUESTO SANITARIO SANTA ROSA (MORENO);Público;Santiago del Estero;Santa Rosa;0
PUESTO SANITARIO SANTO DOMINGO (MORENO);Público;Santiago del Estero;Tintina;0
PUESTO SANITARIO SANTO DOMINGO (PELLEGRINI);Público;Santiago del Estero;Santo Domingo;0
PUESTO SANITARIO SAUCE SOLO;Público;Santiago del Estero;Sauce Solo;0
PUESTO SANITARIO SECTOR C;Público;Santiago del Estero;Colonia el Simbolar;0
PUESTO SANITARIO SIMBOL;Público;Santiago del Estero;Simbol;0
PUESTO SANITARIO SOCONCHO (EN TRAMITE PARA REFACCION;Público;Santiago del Estero;Soconcho;0
PUESTO SANITARIO SOL DE MAYO;Público;Santiago del Estero;Sol de Mayo;0
PUESTO SANITARIO SOTELILLOS;Público;Santiago del Estero;Sotelillos;0
PUESTO SANITARIO SOTELOS;Público;Santiago del Estero;Sotelos;0
PUESTO SANITARIO SUMAMAO;Público;Santiago del Estero;Sumamao;0
PUESTO SANITARIO SUNCHO POZO DEL TRIUNFO;Público;Santiago del Estero;Añatuya;0
PUESTO SANITARIO TABOADA;Público;Santiago del Estero;Garza;0
PUESTO SANITARIO TACAÑITAS;Público;Santiago del Estero;Estación Tacañitas;0
PUESTO SANITARIO TACAÑITAS;Público;Santiago del Estero;Tacañitas;0
PUESTO SANITARIO TACO ATUN;Público;Santiago del Estero;Taco Atun;0
PUESTO SANITARIO TACO POZO;Público;Santiago del Estero;Sol de Julio;0
PUESTO SANITARIO TACO PUJIO;Público;Santiago del Estero;Taco Pujio;0
PUESTO SANITARIO TACO TOTARAYOJ;Público;Santiago del Estero;Taco Totarayol;0
PUESTO SANITARIO TAPSO;Público;Santiago del Estero;Tapso;0
PUESTO SANITARIO TAQUELLO;Público;Santiago del Estero;Taquello;0
PUESTO SANITARIO TASIOJ;Público;Santiago del Estero;San José del Boquerón;0
PUESTO SANITARIO TIO POZO;Público;Santiago del Estero;Tío Pozo;0
PUESTO SANITARIO TIUN PUNCO;Público;Santiago del Estero;Tiun Punco;0
PUESTO SANITARIO TOMAS YOUNG;Público;Santiago del Estero;Tomás Young;0
PUESTO SANITARIO TORO HUMAN;Público;Santiago del Estero;Toro Humán;0
PUESTO SANITARIO TORO POZO;Público;Santiago del Estero;Toro Pozo;0
PUESTO SANITARIO TOROPAN;Público;Santiago del Estero;Toropan;0
PUESTO SANITARIO TOTORILLAS (OFICIAL);Público;Santiago del Estero;Totorillas;0
PUESTO SANITARIO TRES CERROS;Público;Santiago del Estero;Tres Cerros;0
PUESTO SANITARIO TRES CHAÑARES;Público;Santiago del Estero;Tres Chañares;0
PUESTO SANITARIO TRES CRUCES;Público;Santiago del Estero;Tres Cruces;0
PUESTO SANITARIO TUSCA BAJADA;Público;Santiago del Estero;Tusca Bajada;0
PUESTO SANITARIO URUTAU;Público;Santiago del Estero;Urutaú;0
PUESTO SANITARIO VACA HUAÑUNA;Público;Santiago del Estero;Vaca Huañuna;0
PUESTO SANITARIO VACA HUMAN;Público;Santiago del Estero;Vaca Human;0
PUESTO SANITARIO VARAS CUCHUNA;Público;Santiago del Estero;Villa Salavina;0
PUESTO SANITARIO VILLA BRANA;Público;Santiago del Estero;Villa Brana;0
PUESTO SANITARIO VILLA FIGUEROA;Público;Santiago del Estero;Villa Figueroa;0
PUESTO SANITARIO VILLA GIMENEZ;Público;Santiago del Estero;Villa Giménez;0
PUESTO SANITARIO VILLA GUASAYAN;Público;Santiago del Estero;Villa Guasayán;0
PUESTO SANITARIO VILLA HIPOLITA;Público;Santiago del Estero;Villa Hipólita;0
PUESTO SANITARIO VILLA MATOQUE;Público;Santiago del Estero;Villa Matoque;0
PUESTO SANITARIO VILLA MERCEDES;Público;Santiago del Estero;Villa Mercedes;0
PUESTO SANITARIO VILLA NUEVA;Público;Santiago del Estero;Villa Nueva;0
PUESTO SANITARIO VILLA RIO HONDO;Público;Santiago del Estero;Villa Río Hondo;0
PUESTO SANITARIO VILLA ROBLES;Público;Santiago del Estero;Villa Robles;0
PUESTO SANITARIO VILLA SILIPICA;Público;Santiago del Estero;Villa Silípica;0
PUESTO SANITARIO VILLA UNION;Público;Santiago del Estero;Villa Unión;0
PUESTO SANITARIO VILLA VIEJA;Público;Santiago del Estero;Villa Vieja;0
PUESTO SANITARIO VILMER;Público;Santiago del Estero;Vilmer;0
PUESTO SANITARIO VINAL POZO;Público;Santiago del Estero;Monte Quemado;0
PUESTO SANITARIO VINARA;Público;Santiago del Estero;Vinará;0
PUESTO SANITARIO YACU HURMANA;Público;Santiago del Estero;Yacu Hurmana;0
PUESTO SANITARIO YACUCHIRI;Público;Santiago del Estero;Yacuchiri;0
PUESTO SANITARIO YUCHAN;Público;Santiago del Estero;Yuchán;0
PUESTO SANITARIO YUTO YACU;Público;Santiago del Estero;Yuto Yaca;0
S.E.A.S.E. (107);Público;Santiago del Estero;Santiago del Estero;0
SAGRADO CORAZON DE JESUS;Público;Santiago del Estero;Mansupa;0
SALA Bº MUNICIPAL - MONTE QUEMADO;Público;Santiago del Estero;Monte Quemado;0
SALA Bº NORTE - SUNCHO CORRAL;Público;Santiago del Estero;Suncho Corral;0
SALA CEFERINO NAMUNCURA - RIO HONDO;Público;Santiago del Estero;Termas de Río Hondo;0
SALA DE ATENCION MEDICA CANDELA - CAPITAL;Privado;Santiago del Estero;Santiago del Estero;0
SALA DE ATENCION PRIMARIA Bº SAN FRANCISCO - QUIMILI;Privado;Santiago del Estero;Quimili;0
SALA DE PRIMEROS AUXILIOS  ANCAJAN;Público;Santiago del Estero;Ancaján;0
SALA DE PRIMEROS AUXILIOS  Bº CAMPOS II - QUIMILI;Público;Santiago del Estero;Quimili;0
SALA DE PRIMEROS AUXILIOS  Bº EL TRIANGULO;Público;Santiago del Estero;Quimili;0
SALA DE PRIMEROS AUXILIOS  Bº SAN MARTIN;Público;Santiago del Estero;Quimili;0
SALA DE PRIMEROS AUXILIOS 2 DE ABRIL;Público;Santiago del Estero;Fernández;0
SALA DE PRIMEROS AUXILIOS Bº AVENIDA - LA BANDA;Público;Santiago del Estero;La Banda;0
SALA DE PRIMEROS AUXILIOS DE TAPSO;Público;Santiago del Estero;Tapso;0
SALA DE PRIMEROS AUXILIOS EDUARDO A. LEDESMA;Público;Santiago del Estero;Quimili;0
SALA DE PRIMEROS AUXILIOS EVA PERON Bº SAN MARTIN - TERMAS DE RIO HONDO;Público;Santiago del Estero;Termas de Río Hondo;0
SALA DE PRIMEROS AUXILIOS GREMIO MUNICIPAL;Público;Santiago del Estero;La Banda;0
SALA DE PRIMEROS AUXILIOS LA BOCATOMA;Público;Santiago del Estero;La Dársena;0
SALA DE PRIMEROS AUXILIOS MUNICIPAL BARRIO ALMIRANTE BROWN DE FRIAS;Público;Santiago del Estero;Frías;0
SALA DE PRIMEROS AUXILIOS MUNICIPAL BARRIO LAS VIOLETAS DE FRIAS;Público;Santiago del Estero;Frías;0
SALA DE PRIMEROS AUXILIOS MUNICIPAL Bº MORENO;Público;Santiago del Estero;Suncho Corral;0
SALA DE PRIMEROS AUXILIOS MUNICIPAL SAN PANTALEON - DPTO BELGRANO;Público;Santiago del Estero;Bandera;0
SALA DE PRIMEROS AUXILIOS MUNICIPAL SANTA RITA - DPTO BELGRANO;Público;Santiago del Estero;Bandera;0
SALA DE PRIMEROS AUXILIOS RAMIREZ DE VELAZCO;Público;Santiago del Estero;Ramírez de Velazco;0
SALA DE PRIMEROS AUXILIOS VIRGEN DEL VALLE (BELTRAN);Público;Santiago del Estero;Beltrán;0
SALA SAN CAYETANO;Público;Santiago del Estero;Termas de Río Hondo;0
SALA VILLA ADELA - RIO HONDO;Público;Santiago del Estero;Termas de Río Hondo;0
SALA VILLA BALNEARIA;Público;Santiago del Estero;Termas de Río Hondo;0
SALA VILLA NUEVA Y OTROS - RIO HONDO;Público;Santiago del Estero;Termas de Río Hondo;0
SERVICIO DE LUCHA ANTICHAGAS Y PROGRAMA DE LUCHA ANTICHAGAS;Público;Santiago del Estero;Santiago del Estero;0
U. 35 INSTITUTO PENAL FEDERAL COLONIA PINTO;Público;Santiago del Estero;Santiago del Estero;0
UNIDADES SANITARIAS MOVILES;Público;Santiago del Estero;Santiago del Estero;0
UPA BARRIO YAPEYU;Público;Santiago del Estero;Frías;0
UPA Bº  VILLA YANUZZI;Público;Santiago del Estero;La Banda;0
UPA Bº BAJO DE VERTIZ;Público;Santiago del Estero;La Banda;0
UPA Bº MARIANO MORENO I;Público;Santiago del Estero;Santiago del Estero;0
UPA Bº MARIANO MORENO II;Público;Santiago del Estero;Santiago del Estero;0
UPA Bº SANTA LUCIA;Público;Santiago del Estero;Santiago del Estero;0
UPA N° 1 BARRIO GENERAL PAZ;Público;Santiago del Estero;Santiago del Estero;0
UPA N° 8 Bº LOS FLORES;Público;Santiago del Estero;Santiago del Estero;0
UPA Nº 1 Bº EL CRUCE;Público;Santiago del Estero;La Banda;0
UPA Nº 10 BARRIO JOHN KENNEDY;Público;Santiago del Estero;Santiago del Estero;0
UPA Nº 11 DR. RENE FAVALORO CC OESTE;Público;Santiago del Estero;Santiago del Estero;0
UPA Nº 12 Bº BELGRANO;Público;Santiago del Estero;Santiago del Estero;0
UPA Nº 13 BARRIO MOSCONI;Público;Santiago del Estero;Santiago del Estero;0
UPA Nº 15 BARRIO TRADICION OESTE;Público;Santiago del Estero;Santiago del Estero;0
UPA Nº 16 Bº CAMPO CONTRERAS;Público;Santiago del Estero;Santiago del Estero;0
UPA Nº 17 BARRIO BORGES;Público;Santiago del Estero;Santiago del Estero;0
UPA Nº 18 Bº  AEROPUERTO;Público;Santiago del Estero;Santiago del Estero;0
UPA Nº 19 Bº INDEPENDENCIA;Público;Santiago del Estero;Santiago del Estero;0
UPA Nº 2 BARRIO CACERES;Público;Santiago del Estero;Santiago del Estero;0
UPA Nº 2 BARRIO SUMAMPA;Público;Santiago del Estero;Frías;0
UPA Nº 2 CENTRAL ARGENTINO;Público;Santiago del Estero;La Banda;0
UPA Nº 20 Bº VILLA ESTHER;Público;Santiago del Estero;Santiago del Estero;0
UPA Nº 21 LA CATOLICA;Público;Santiago del Estero;Santiago del Estero;0
UPA Nº 22 Bº PERUCHILLO;Público;Santiago del Estero;Santiago del Estero;0
UPA Nº 23 Bº EL VINALAR;Público;Santiago del Estero;Santiago del Estero;0
UPA Nº 3 Bº RECONQUISTA;Público;Santiago del Estero;Santiago del Estero;0
UPA Nº 3 VILLA GRISELDA (CENTRAL/ADULTOS);Público;Santiago del Estero;La Banda;0
UPA Nº 4 Bº EJERCITO  ARGENTINO;Público;Santiago del Estero;Santiago del Estero;0
UPA Nº 4 Bº MISKY MAYU;Público;Santiago del Estero;La Banda;0
UPA Nº 5 BARRIO AMPLIACION PARQUE INDUSTRIAL;Público;Santiago del Estero;La Banda;0
UPA Nº 5 Bº AUTONOMIA;Público;Santiago del Estero;Santiago del Estero;0
UPA Nº 6 Bº DORREGO;Público;Santiago del Estero;La Banda;0
UPA Nº 6 Bº SMATA;Público;Santiago del Estero;Santiago del Estero;0
UPA Nº 7 BARRIO PARQUE AGUIRRE;Público;Santiago del Estero;Santiago del Estero;0
UPA Nº 7 LOS LAGOS;Público;Santiago del Estero;La Banda;0
UPA Nº 9 Bº JORGE NEWBERY;Público;Santiago del Estero;Santiago del Estero;0
UPA Nº1 VILLA PAULINA;Público;Santiago del Estero;Frías;0
UPITA Bº 94 VIVIENDAS;Público;Santiago del Estero;Frías;0
UPITA Bº ELISEO FRINGES;Público;Santiago del Estero;Frías;0
UPITA CENTENARIO;Público;Santiago del Estero;Frías;0
ABC VENTA DE EQUIPAMIENTOS Y PRODUCTOS MEDICOS Y DE LABORATORIO;Privado;Tierra del Fuego;Río Grande;0
ASOCIACION CIVIL REENCONTRANDONOS;Privado;Tierra del Fuego;Río Grande;0
CAPS Nº 7;Público;Tierra del Fuego;Ushuaia;0
CAPS NRO 1;Público;Tierra del Fuego;Ushuaia;0
CAPS NRO 1  JOAQUIN GOYTISOLO;Público;Tierra del Fuego;Río Grande;0
CAPS NRO 2;Público;Tierra del Fuego;Ushuaia;0
CAPS NRO 2 DR. ERNESTO LOFFLER;Público;Tierra del Fuego;Río Grande;0
CAPS NRO 3;Público;Tierra del Fuego;Ushuaia;0
CAPS NRO 3  DR. TOMAS GONZALEZ;Público;Tierra del Fuego;Río Grande;0
CAPS NRO 4;Público;Tierra del Fuego;Ushuaia;0
CAPS NRO 4 ZULLY BALBERDI;Público;Tierra del Fuego;Río Grande;0
CAPS NRO 5;Público;Tierra del Fuego;Río Grande;0
CAPS NRO 5;Público;Tierra del Fuego;Ushuaia;0
CAPS NRO 6;Público;Tierra del Fuego;Ushuaia;0
CAPS NRO 6 - HILDA PAREDES;Público;Tierra del Fuego;Río Grande;0
CAPS NRO 7 SOLER DE LA LAGUNA;Público;Tierra del Fuego;Río Grande;0
CENTRO AKAINIK;Privado;Tierra del Fuego;Ushuaia;0
CENTRO DE ATENCION COMUNITARIA Nº1 -ALBERTO FERRER;Público;Tierra del Fuego;Río Grande;0
CENTRO DE DIA;Público;Tierra del Fuego;Río Grande;0
CENTRO DE IMAGENES MEDICAS;Privado;Tierra del Fuego;Río Grande;0
CENTRO DE PEDIATRIA SANATORIO SAN JORGE;Privado;Tierra del Fuego;Ushuaia;0
CENTRO DE REHABILITACION MAMA MARGARITA;Público;Tierra del Fuego;Río Grande;0
CENTRO DE SALUD AUSTRAL OMI;Privado;Tierra del Fuego;Ushuaia;0
CENTRO DE SALUD BOUCHARD;Privado;Tierra del Fuego;Ushuaia;0
CENTRO DE UROLOGIA USHUAIA- CONSULTORIOS PATAGONIA;Privado;Tierra del Fuego;Ushuaia;0
CENTRO IMAGENES DEL SUR CIM;Privado;Tierra del Fuego;Río Grande;0
CENTRO MEDICO  CEDMA;Privado;Tierra del Fuego;Río Grande;0
CENTRO MEDICO  DEL PARQUE;Privado;Tierra del Fuego;Río Grande;0
CENTRO MEDICO CAISA;Privado;Tierra del Fuego;Ushuaia;0
CENTRO MEDICO COP MATHEUS;Privado;Tierra del Fuego;Río Grande;0
CENTRO MEDICO EVA PERON;Privado;Tierra del Fuego;Ushuaia;0
CENTRO MEDICO FUEGUINO;Privado;Tierra del Fuego;Ushuaia;0
CENTRO MEDICO INTEGRAL DE SALUD;Privado;Tierra del Fuego;Río Grande;0
CENTRO MEDICO LUCHA CONTRA EL CANCER USHUAIA;Privado;Tierra del Fuego;Ushuaia;0
CENTRO MEDICO MEDICAL SUR;Privado;Tierra del Fuego;Río Grande;0
CENTRO MEDICO PELLEGRINI;Privado;Tierra del Fuego;Río Grande;0
CENTRO MEDICO RED DE SERVICIOS MEDICOS ASISTENCIALES SRL;Privado;Tierra del Fuego;Río Grande;0
CENTRO MEDICO UOM;Privado;Tierra del Fuego;Río Grande;0
CENTRO MEDICO USHUAIA;Privado;Tierra del Fuego;Ushuaia;0
CENTRO ODONTOGICO CENTRO DE EMPLEADOS DE COMERCIO;Privado;Tierra del Fuego;Río Grande;0
CONSULTORIOS ASOCIACION BANCARIA;Privado;Tierra del Fuego;Ushuaia;0
CONSULTORIOS DE LA BAHIA;Privado;Tierra del Fuego;Ushuaia;0
CONSULTORIOS DEL SUR Y DE LA BAHIA;Privado;Tierra del Fuego;Ushuaia;0
CONSULTORIOS ODONTOLOGICOS I.S.S.T;Privado;Tierra del Fuego;Ushuaia;0
DIAZ VELEZ INSUMOS MEDICOS;Privado;Tierra del Fuego;Río Grande;0
HOSPITAL DE DIA REENCONTRANDONOS;Privado;Tierra del Fuego;Río Grande;0
INSTITUTO DE DIAGNOSTICO Y TRATAMIENTO ODONTOLOGICO;Privado;Tierra del Fuego;Ushuaia;0
LABORATORIO DE ANALISIS CLINICO (CHIDIAK);Privado;Tierra del Fuego;Río Grande;0
LABORATORIO DE ANALISIS CLINICO (DI PAOLA);Privado;Tierra del Fuego;Río Grande;0
LABORATORIO DE ANALISIS CLINICO (FALON);Privado;Tierra del Fuego;Río Grande;0
LABORATORIO DE ANALISIS CLINICO CEDMA;Privado;Tierra del Fuego;Río Grande;0
LABORATORIO DE ANALISIS CLINICOS;Privado;Tierra del Fuego;Ushuaia;0
LABORATORIO DE ANALISIS CLINICOS GOBERNADOR PAZ;Privado;Tierra del Fuego;Ushuaia;0
OPTICA  BOUTIQUE;Privado;Tierra del Fuego;Ushuaia;0
OPTICA  LA OPTICA;Privado;Tierra del Fuego;Río Grande;0
OPTICA 10;Privado;Tierra del Fuego;Río Grande;0
OPTICA CENTRO;Privado;Tierra del Fuego;Tolhuin;0
OPTICA DEL INSTITUTO DE SERVICIOS SOCIALES DE TIERRA DEL FUEGO;Público;Tierra del Fuego;Río Grande;0
OPTICA IPAUSS;Privado;Tierra del Fuego;Ushuaia;0
OPTICA LOPEZ;Privado;Tierra del Fuego;Río Grande;0
OPTICA LOPEZ 2;Privado;Tierra del Fuego;Río Grande;0
OPTICA LUTZ FERRANDO;Privado;Tierra del Fuego;Ushuaia;0
OPTICA LUTZ FERRANDO 1;Privado;Tierra del Fuego;Ushuaia;0
OPTICA MERCANTIL;Privado;Tierra del Fuego;Ushuaia;0
OPTICA RIO GRANDE;Privado;Tierra del Fuego;Río Grande;0
OPTICA SOCIAL;Privado;Tierra del Fuego;Ushuaia;0
OPTICA VISIONLAB;Privado;Tierra del Fuego;Río Grande;0
OPTICA Y CONTACTOLOGIA PUPILENT;Privado;Tierra del Fuego;Ushuaia;0
OPTICA Y CONTACTOLOGIA SOCIAL KUANIP;Privado;Tierra del Fuego;Ushuaia;0
OPTICAS DEL SUR;Privado;Tierra del Fuego;Río Grande;0
OPTICAS DEL SUR;Privado;Tierra del Fuego;Ushuaia;0
OPTICAS DEL SUR 1;Privado;Tierra del Fuego;Río Grande;0
ORTOPEDIA AUSTRAL;Privado;Tierra del Fuego;Río Grande;0
PUESTO SANITARIO DR. CRISPINO LAGO ESCONDIDO;Público;Tierra del Fuego;Tolhuin;0
PUESTO SANITARIO SAN SEBASTIAN;Público;Tierra del Fuego;Río Grande;0
A.L.U.B.A.;Privado;Tucumán;San Miguel de Tucumán;0
ACCION SOCIAL PARA ESTUDIANTES - UNIVERSIDAD NACIONAL;Público;Tucumán;San Miguel de Tucumán;0
ACONQUIJA CLINICA PRIVADA- CENTRO DE DIA;Privado;Tucumán;Concepción;0
ALTA GAMMA S.R.L.;Privado;Tucumán;San Miguel de Tucumán;0
ALUBA ( ASOCIACION DE LUCHA CONTRA LA BULIMIA Y LA ANOREXIA );Privado;Tucumán;San Miguel de Tucumán;0
ASISTENCIA PUBLICA MUNICIPAL DE TAFI VIEJO;Público;Tucumán;Tafí Viejo;0
ASOCIACION MUTUAL DE PROTECCION FAMILIAR (A.M.P.F);Privado;Tucumán;San Miguel de Tucumán;0
AZHARES GRUPO MEDICO;Privado;Tucumán;Yerba Buena - Marcos Paz (Yerba Buena - Marcos Paz);0
BANCO CENTRAL DE SANGRE - SIPROSA;Público;Tucumán;San Miguel de Tucumán;0
C.O.F.I  CENTRO OTORRINO Y FONOAUDIOLOGICO INFANTIL;Privado;Tucumán;San Miguel de Tucumán;0
CAC  Nº 11 B° VICTORIA;Público;Tucumán;San Miguel de Tucumán;0
CAC Nº 10 AMPLIACION AMALIA;Público;Tucumán;San Miguel de Tucumán;0
CAC Nº 12 ARTURO ILIAS;Público;Tucumán;San Miguel de Tucumán;0
CAC Nº 14 EL MOLINO;Público;Tucumán;San Miguel de Tucumán;0
CAC Nº 15  DON BOSCO;Público;Tucumán;San Miguel de Tucumán;0
CAC Nº 2   AMALIA;Público;Tucumán;San Miguel de Tucumán;0
CAC Nº 3 CHACRAS AL OESTE;Público;Tucumán;San Miguel de Tucumán;0
CAC Nº 4 ALMAFUERTE;Público;Tucumán;San Miguel de Tucumán;0
CAC Nº 5 SAN RAMON;Público;Tucumán;San Miguel de Tucumán;0
CAC Nº 6 AMPLIACION B°VICTORIA;Público;Tucumán;San Miguel de Tucumán;0
CAC Nº 7  - 17 DE OCTUBRE;Público;Tucumán;San Miguel de Tucumán;0
CAC Nº 8 ALEM;Público;Tucumán;San Miguel de Tucumán;0
CAC Nº 9 BLAS VICTORIO CONRERO;Público;Tucumán;San Miguel de Tucumán;0
CAC Nº1 LOLA MORA;Público;Tucumán;San Miguel de Tucumán;0
CAM  EL GRAFICO II;Público;Tucumán;Las Talitas;0
CAM PARQUE INDEPENDENCIA (EX 17 DE AGOSTO);Público;Tucumán;Las Talitas;0
CAPS  17 DE OCTUBRE;Público;Tucumán;Banda del Río Salí (Banda del Río Salí);0
CAPS  ATAHONA;Público;Tucumán;Atahona;0
CAPS  B° MUNICIPAL;Público;Tucumán;Concepción;0
CAPS  BAJO GRANDE;Público;Tucumán;Bajo Grande;0
CAPS  BELICHA;Público;Tucumán;Belicha Huaico;0
CAPS  CHILCAS;Público;Tucumán;Chilcas;0
CAPS  COLALAO DEL VALLE;Público;Tucumán;Colalao del Valle;0
CAPS  DELFIN GALLO;Público;Tucumán;Delfín Gallo;0
CAPS  DR. ALFREDO AMENABAR;Público;Tucumán;Alderetes (Alderetes);0
CAPS  DR. VICTOR BAACLINI (EX CIUDADELA);Público;Tucumán;San Miguel de Tucumán;0
CAPS  EL MOLINO;Público;Tucumán;El Molino;0
CAPS  EL PUESTITO;Público;Tucumán;El Puestito;0
CAPS  HORCO MOLLE;Público;Tucumán;Horco Molle;0
CAPS  LOS AGUIRRE;Público;Tucumán;Los Aguirre;0
